FOODID;EUFDNAME;BESTLOC;ACQTYPE;METHTYPE
858;FE;2,460;D;A
858;NA;110,42;S;R
858;FACIDCTG;6,9317;S;S
858;FAPU;1,175;S;S
858;FAMCIS;3,3486;S;S
858;FASAT;2,1033;S;S
859;ENERC;1335,59;S;S
859;CHOAVL;16,036;S;S
859;FAT;22,500;L;P
859;PROT;13,5;L;P
859;FIBC;0;S;IG
859;STARCH;0;S;IG
859;SUGAR;16,036;S;S
859;RIBF;0,233;S;R
859;THIA;0,0250;S;R
859;VITC;0;S;IG
859;VITA;12,70;S;S
859;VITD;11,550;S;R
859;VITE;2,678;S;S
859;CA;62,35;S;R
859;FE;1,303;S;R
859;NA;1373;S;CG
859;FACIDCTG;16,787;S;R
859;FAPU;5,310;S;R
859;FAMCIS;8,1193;S;R
859;FASAT;2,6192;S;R
860;ENERC;708,43;S;S
860;CHOAVL;0;S;IG
860;FAT;14,025;S;R
860;PROT;11,09;S;S
860;FIBC;0;S;IG
860;STARCH;0;S;IG
860;SUGAR;0;S;S
860;RIBF;0,022;S;R
860;THIA;0,0100;S;R
860;VITC;0;S;IG
860;VITA;5,88;S;S
860;VITD;12,750;S;R
860;VITE;2,964;S;S
860;CA;56,35;S;R
860;FE;0,478;S;R
860;NA;1242,59;S;R
860;FACIDCTG;12,793;S;R
860;FAPU;4,769;S;R
860;FAMCIS;5,7276;S;R
860;FASAT;1,7334;S;R
862;ENERC;584,20;S;S
862;CHOAVL;0;S;U
862;FAT;4,90;F;E
862;PROT;23,70;F;E
862;FIBC;0;S;U
862;STARCH;0;F;E
862;SUGAR;0;S;IG
862;RIBF;0,130;F;E
862;THIA;0,1000;F;E
862;VITC;0;S;IG
862;VITA;26,00;S;S
862;VITD;7,200;F;E
862;VITE;1,000;S;S
862;CA;16,00;F;E
862;FE;1,300;F;E
862;NA;47;F;E
862;FACIDCTG;4,4863;S;S
862;FAPU;1,433;S;S
862;FAMCIS;1,6000;S;S
862;FASAT;1,2560;S;S
863;ENERC;32,90;S;S
863;CHOAVL;0;S;S
863;FAT;0,200;F;E
863;PROT;1,50;F;E
863;FIBC;0;F;E
863;STARCH;0;F;E
863;SUGAR;0;F;E
863;RIBF;0,030;F;E
863;THIA;0,0200;F;E
863;VITC;0;F;E
863;VITA;11,00;S;S
863;VITD;0,100;F;E
863;VITE;0,750;S;S
863;CA;19,00;F;E
863;FE;0,800;F;E
863;NA;71,00;F;E
863;FACIDCTG;0,1046;S;S
863;FAPU;0,1000;F;E
863;FAMCIS;0;F;E
863;FASAT;0;F;E
864;ENERC;359,50;S;S
864;CHOAVL;2,000;F;E
864;FAT;1,400;F;E
864;PROT;16,10;F;E
864;FIBC;0;F;E
864;STARCH;2,00;S;IG
864;SUGAR;0;F;E
864;RIBF;0,180;F;E
864;THIA;0,1300;F;E
864;VITC;15,00;F;E
864;VITA;90,00;S;S
864;VITD;1,100;F;E
864;VITE;0,800;S;S
864;CA;170,00;F;E
864;FE;3,500;F;E
864;NA;73,00;F;E
864;FACIDCTG;0,9414;S;S
864;FAPU;0,4;F;E
864;FAMCIS;0,3;F;E
864;FASAT;0,2;F;E
865;ENERC;352,40;S;S
865;CHOAVL;0;S;S
865;FAT;1,300;F;E
865;PROT;17,90;F;E
865;FIBC;0;F;E
865;STARCH;0;F;E
865;SUGAR;0;F;E
865;RIBF;0,07;F;E
865;THIA;0,0700;F;E
865;VITC;0;F;E
865;VITA;5,00;S;S
865;VITD;0;F;E
865;VITE;2,100;S;S
865;CA;33,00;F;E
865;FE;1,200;F;E
865;NA;363,00;F;E
865;FACIDCTG;1,0460;S;S
865;FAPU;0,5000;F;E
865;FAMCIS;0,2000;S;CG
865;FASAT;0,3000;F;E
866;ENERC;352,90;S;S
866;CHOAVL;0;S;S
866;FAT;0,900;F;E
866;PROT;18,80;F;E
866;FIBC;0;F;E
866;STARCH;0;S;K
866;SUGAR;0;F;E
866;RIBF;0,048;F;E
866;THIA;0,0060;F;E
866;VITC;0;F;E
866;VITA;21,00;S;S
866;VITD;0,050;S;IG
866;VITE;1,470;S;S
866;CA;48,00;F;E
866;FE;0,300;F;E
866;NA;296,00;F;E
866;FACIDCTG;0,6171;S;S
866;FAPU;0,1500;F;E
866;FAMCIS;0,2600;F;E
866;FASAT;0,1800;F;E
870;ENERC;684,64;S;S
870;CHOAVL;1,998;S;R
870;FAT;10,340;S;R
870;PROT;15,77;S;R
870;FIBC;0;S;R
870;STARCH;0;S;R
870;SUGAR;1,998;S;R
870;RIBF;0,085;S;R
870;THIA;0,0940;S;R
870;VITC;0;S;R
870;VITA;21,06;S;S
870;VITD;7,341;S;R
870;VITE;1,344;S;S
870;CA;128,21;S;R
870;FE;0,410;S;R
870;NA;1596,88;S;R
870;FACIDCTG;8,467;S;R
870;FAPU;2,456;S;R
870;FAMCIS;3,8664;S;R
870;FASAT;1,7712;S;R
871;ENERC;817,23;S;S
871;CHOAVL;0;S;S
871;FAT;13,500;F;E
871;PROT;18,69;S;S
871;FIBC;0;S;U
871;STARCH;0;S;U
871;SUGAR;0;S;S
871;RIBF;0,130;F;E
871;THIA;0,2300;F;E
871;VITC;0;F;E
871;VITA;4,72;S;S
871;VITD;8,000;F;E
871;VITE;2,230;S;S
871;CA;16,00;D;AG
871;FE;0,400;D;AG
871;NA;43,00;F;E
871;FACIDCTG;12,481;S;T
871;FAPU;4,909;S;S
871;FAMCIS;4,4800;S;S
871;FASAT;2,5434;S;S
900;ENERC;13,33;S;S
900;CHOAVL;0,300;S;S
900;FAT;0,080;S;CG
900;PROT;0,31;S;S
900;FIBC;0;S;IG
900;STARCH;0;S;IG
900;SUGAR;0,3;F;E
900;RIBF;0,003;D;AG
900;THIA;0;F;E
900;VITC;0;F;E
900;VITA;0;S;S
900;VITD;0;F;E
900;VITE;0;S;S
900;CA;3,60;F;E
900;FE;0,040;F;E
900;NA;0,20;F;E
900;FACIDCTG;0;S;S
900;FAPU;0;S;U
900;FAMCIS;0;S;U
900;FASAT;0;S;U
901;ENERC;1,02;S;S
901;CHOAVL;0;S;IG
901;FAT;0;F;E
901;PROT;0,06;S;S
901;FIBC;0;F;E
901;STARCH;0;F;E
901;SUGAR;0;S;IG
901;RIBF;0,010;F;E
901;THIA;0;F;E
901;VITC;0;F;E
901;VITA;0;S;S
901;VITD;0;F;E
901;VITE;0;S;S
901;CA;0,20;F;E
901;FE;0,010;F;E
901;NA;0,30;F;E
901;FACIDCTG;0;S;IG
901;FAPU;0;S;IG
901;FAMCIS;0;S;IG
901;FASAT;0;S;IG
902;ENERC;178,18;S;S
902;CHOAVL;4,100;S;S
902;FAT;0;F;E
902;PROT;0,38;S;S
902;FIBC;0;F;E
902;STARCH;0;F;E
902;SUGAR;4,100;S;S
902;RIBF;0,020;D;AG
902;THIA;0,0100;F;E
902;VITC;0;F;E
902;VITA;0;S;S
902;VITD;0;F;E
902;VITE;0;S;S
902;CA;4,00;F;E
902;FE;0,030;F;E
902;NA;3,30;F;E
902;FACIDCTG;0;S;S
902;FAPU;0;S;S
902;FAMCIS;0;S;S
902;FASAT;0;S;S
903;ENERC;168,72;S;S
903;CHOAVL;2,400;S;S
903;FAT;0;F;E
903;PROT;0,50;S;S
903;FIBC;0;F;E
903;STARCH;0;F;E
903;SUGAR;2,400;S;S
903;RIBF;0,030;F;E
903;THIA;0,0100;F;E
903;VITC;0;F;E
903;VITA;0;S;S
903;VITD;0;F;E
903;VITE;0;S;S
903;CA;4,00;F;E
903;FE;0,030;F;E
903;NA;2,00;F;E
903;FACIDCTG;0;S;S
903;FAPU;0;S;S
903;FAMCIS;0;S;S
903;FASAT;0;S;S
904;ENERC;283,87;S;S
904;CHOAVL;0,500;S;CG
904;FAT;0;F;E
904;PROT;0,31;S;S
904;FIBC;0;S;R
904;STARCH;0;S;U
904;SUGAR;0,500;S;S
904;RIBF;0;F;E
904;THIA;0;F;E
904;VITC;0;F;E
904;VITA;0;S;S
904;VITD;0;F;E
904;VITE;0;S;S
904;CA;19,00;F;E
904;FE;0,600;F;E
904;NA;3,40;F;E
904;FACIDCTG;0;S;S
904;FAPU;0;S;S
904;FAMCIS;0;S;S
904;FASAT;0;S;S
905;ENERC;656,93;S;S
905;CHOAVL;11,500;S;S
905;FAT;0;F;E
905;PROT;0,19;S;S
905;FIBC;0;F;E
905;STARCH;0;F;E
905;SUGAR;11,500;S;S
905;RIBF;0;F;E
905;THIA;0;F;E
905;VITC;0;F;E
905;VITA;0;S;S
905;VITD;0;F;E
905;VITE;0;S;S
905;CA;8,80;F;E
905;FE;0,680;F;E
905;NA;4,00;F;E
905;FACIDCTG;0;S;S
905;FAPU;0;S;S
905;FAMCIS;0;S;S
905;FASAT;0;S;S
906;ENERC;957,00;S;S
906;CHOAVL;0;S;IG
906;FAT;0;F;E
906;PROT;0;S;S
906;FIBC;0;F;E
906;STARCH;0;F;E
906;SUGAR;0;S;IG
906;RIBF;0;F;E
906;THIA;0;F;E
906;VITC;0;F;E
906;VITA;0;S;S
906;VITD;0;F;E
906;VITE;0;S;S
906;CA;0;F;E
906;FE;0;F;E
906;NA;0;F;E
906;FACIDCTG;0;S;S
906;FAPU;0;S;S
906;FAMCIS;0;S;S
906;FASAT;0;S;S
907;ENERC;957,00;S;S
907;CHOAVL;0;S;S
907;FAT;0;F;E
907;PROT;0;S;S
907;FIBC;0;F;E
907;STARCH;0;F;E
907;SUGAR;0;S;S
907;RIBF;0;F;E
907;THIA;0;F;E
907;VITC;0;F;E
907;VITA;0;S;S
907;VITD;0;F;E
907;VITE;0;S;S
907;CA;0;F;E
907;FE;0;F;E
907;NA;0;F;E
907;FACIDCTG;0;S;S
907;FAPU;0;S;S
907;FAMCIS;0;S;S
907;FASAT;0;S;S
908;ENERC;1079,60;S;S
908;CHOAVL;32,800;S;S
908;FAT;0;F;E
908;PROT;0;S;S
908;FIBC;0;F;E
908;STARCH;0;F;E
908;SUGAR;32,800;S;S
908;RIBF;0;F;E
908;THIA;0;F;E
908;VITC;0;F;E
908;VITA;0;S;S
908;VITD;0;F;E
908;VITE;0;S;S
908;CA;0;F;E
908;FE;0;F;E
908;NA;0;F;E
908;FACIDCTG;0;S;S
908;FAPU;0;S;S
908;FAMCIS;0;S;S
908;FASAT;0;S;S
909;ENERC;209,70;S;S
909;CHOAVL;5,000;S;S
909;FAT;0;F;E
909;PROT;0;S;S
909;FIBC;0;S;IG
909;STARCH;0;S;IG
909;SUGAR;5,000;S;S
909;RIBF;0;F;E
909;THIA;0;F;E
909;VITC;0;F;E
909;VITA;0;S;S
909;VITD;0;F;E
909;VITE;0;S;S
909;CA;1,60;F;E
909;FE;0,010;F;E
909;NA;2,00;F;E
909;FACIDCTG;0;S;S
909;FAPU;0;S;S
909;FAMCIS;0;S;S
909;FASAT;0;S;S
910;ENERC;155,72;S;S
910;CHOAVL;9,100;S;S
910;FAT;0;F;E
910;PROT;0,06;S;S
910;FIBC;0;F;E
910;STARCH;0;F;E
910;SUGAR;9,100;S;S
910;RIBF;0;F;E
910;THIA;0;F;E
910;VITC;0;F;E
910;VITA;0;S;S
910;VITD;0;S;U
910;VITE;0;S;S
910;CA;2,00;F;E
910;FE;0,010;F;E
910;NA;3,90;F;E
910;FACIDCTG;0;S;S
910;FAPU;0;S;S
910;FAMCIS;0;S;S
910;FASAT;0;S;S
911;ENERC;145,86;S;S
911;CHOAVL;3,600;S;S
911;FAT;0;F;E
911;PROT;0,31;S;S
911;FIBC;0;F;E
911;STARCH;0;F;E
911;SUGAR;3,600;S;S
911;RIBF;0;F;E
911;THIA;0;F;E
911;VITC;0;F;E
911;VITA;0;S;S
911;VITD;0;F;E
911;VITE;0;S;S
911;CA;1,60;F;E
911;FE;0,010;F;E
911;NA;0;F;E
911;FACIDCTG;0;S;S
911;FAPU;0;S;S
911;FAMCIS;0;S;S
911;FASAT;0;S;S
912;ENERC;212,50;S;S
912;CHOAVL;12,500;S;S
912;FAT;0;F;E
912;PROT;0;S;S
912;FIBC;0;S;IG
912;STARCH;0;S;IG
912;SUGAR;12,500;S;S
912;RIBF;0;F;E
912;THIA;0;F;E
912;VITC;0;F;E
912;VITA;0;S;S
912;VITD;0;F;E
912;VITE;0;S;S
912;CA;1,60;F;E
912;FE;0,010;F;E
912;NA;0;F;E
912;FACIDCTG;0;S;S
912;FAPU;0;S;S
912;FAMCIS;0;S;S
912;FASAT;0;S;S
913;ENERC;80,79;S;S
913;CHOAVL;1,000;S;S
913;FAT;0;F;E
913;PROT;0,31;S;S
913;FIBC;0;F;E
913;STARCH;0;F;E
913;SUGAR;1,000;S;S
913;RIBF;0,030;F;E
913;THIA;0,0100;F;E
913;VITC;0;F;E
913;VITA;0;S;S
913;VITD;0;F;E
913;VITE;0;S;S
913;CA;6,00;F;E
913;FE;0,030;F;E
913;NA;2,10;F;E
913;FACIDCTG;0;S;S
913;FAPU;0;S;S
913;FAMCIS;0;S;S
913;FASAT;0;S;S
914;ENERC;35,87;S;S
914;CHOAVL;1,800;S;S
914;FAT;0;F;E
914;PROT;0,31;S;S
914;FIBC;0;S;IG
914;STARCH;0;S;K
914;SUGAR;1,800;S;S
914;RIBF;0;F;E
914;THIA;0;F;E
914;VITC;0;F;E
914;VITA;0;S;S
914;VITD;0;F;E
914;VITE;0;S;S
914;CA;5,50;F;E
914;FE;0,030;F;E
914;NA;2,10;F;E
914;FACIDCTG;0;S;S
914;FAPU;0;S;S
914;FAMCIS;0;S;S
914;FASAT;0;S;S
915;ENERC;0;S;S
915;CHOAVL;0;S;U
915;FAT;0;F;E
915;PROT;0;S;U
915;FIBC;0;S;U
915;STARCH;0;S;U
915;SUGAR;0;S;U
915;RIBF;0;F;E
915;THIA;0;F;E
915;VITC;0;F;E
915;VITA;0;S;S
915;VITD;0;F;E
915;VITE;0;S;S
915;CA;4,70;F;E
915;FE;0,010;F;E
915;NA;45,00;F;E
915;FACIDCTG;0;S;S
915;FAPU;0;S;S
915;FAMCIS;0;S;S
915;FASAT;0;S;S
917;ENERC;1628,59;S;S
917;CHOAVL;95,000;S;S
917;FAT;0;F;E
917;PROT;0,44;S;S
917;FIBC;0;S;IG
917;STARCH;0;S;IG
917;SUGAR;95,000;S;S
917;RIBF;0;F;E
917;THIA;0;F;E
917;VITC;80,00;F;E
917;VITA;0;S;S
917;VITD;0;F;E
917;VITE;0;S;S
917;CA;79,00;F;E
917;FE;6,400;F;E
917;NA;73,00;F;E
917;FACIDCTG;0;S;S
917;FAPU;0;S;S
917;FAMCIS;0;S;S
917;FASAT;0;S;S
920;ENERC;0;S;S
920;CHOAVL;0;S;IG
920;FAT;0;F;E
920;PROT;0;S;S
920;FIBC;0;F;E
920;STARCH;0;F;E
920;SUGAR;0;S;U
920;RIBF;0;F;E
920;THIA;0;F;E
920;VITC;0;F;E
920;VITA;0;S;S
920;VITD;0;F;E
920;VITE;0;S;S
920;CA;0;F;E
920;FE;0;F;E
920;NA;0;F;E
920;FACIDCTG;0;S;S
920;FAPU;0;S;S
920;FAMCIS;0;S;S
920;FASAT;0;S;S
921;ENERC;0;S;S
921;CHOAVL;0;S;IG
921;FAT;0;F;E
921;PROT;0;S;S
921;FIBC;0;S;IG
921;STARCH;0;S;IG
921;SUGAR;0;S;U
921;RIBF;0;F;E
921;THIA;0;F;E
921;VITC;0;F;E
921;VITA;0;S;S
921;VITD;0;F;E
921;VITE;0;S;S
921;CA;9,60;F;E
921;FE;0;F;E
921;NA;3,40;F;E
921;FACIDCTG;0;S;S
921;FAPU;0;S;S
921;FAMCIS;0;S;S
921;FASAT;0;S;S
922;ENERC;0;S;S
922;CHOAVL;0;S;IG
922;FAT;0;S;IG
922;PROT;0;S;IG
922;FIBC;0;S;IG
922;STARCH;0;S;IG
922;SUGAR;0;S;U
922;RIBF;0;S;IG
922;THIA;0;S;IG
922;VITC;0;S;IG
922;VITA;0;S;S
922;VITD;0;S;IG
922;VITE;0;S;S
922;CA;3,00;O;AG
922;FE;0;O;AG
922;NA;1,00;O;AG
922;FACIDCTG;0;S;IG
922;FAPU;0;S;IG
922;FAMCIS;0;S;IG
922;FASAT;0;S;IG
923;ENERC;3,40;S;S
923;CHOAVL;0,200;F;E
923;FAT;0;S;IG
923;PROT;0;S;IG
923;FIBC;0;F;E
923;STARCH;0;F;E
923;SUGAR;0;S;S
923;RIBF;0;F;E
923;THIA;0,0100;F;E
923;VITC;0;F;E
923;VITA;0;S;S
923;VITD;0;F;E
923;VITE;0;S;S
923;CA;2,00;F;E
923;FE;0,100;F;E
923;NA;0;F;E
923;FACIDCTG;0;S;IG
923;FAPU;0;S;IG
923;FAMCIS;0;S;IG
923;FASAT;0;S;IG
924;ENERC;294,96;S;S
924;CHOAVL;0,2;F;E
924;FAT;0;S;IG
924;PROT;0,31;S;S
924;FIBC;0;F;E
924;STARCH;0;F;E
924;SUGAR;0,2;F;E
924;RIBF;0,031;F;E
924;THIA;0,005;F;E
924;VITC;0;F;E
924;VITA;0;S;S
924;VITD;0;F;E
924;VITE;0;S;S
924;CA;7,80;F;E
924;FE;0,820;F;E
924;NA;3,40;F;E
924;FACIDCTG;0;S;S
924;FAPU;0;S;U
924;FAMCIS;0;S;U
924;FASAT;0;S;U
925;ENERC;286,79;S;S
925;CHOAVL;0,600;S;S
925;FAT;0;S;IG
925;PROT;0,31;S;S
925;FIBC;0;F;E
925;STARCH;0;F;E
925;SUGAR;0,600;S;S
925;RIBF;0,005;F;E
925;THIA;0,004;F;E
925;VITC;0;F;E
925;VITA;0;S;S
925;VITD;0;F;E
925;VITE;0;S;S
925;CA;9;F;E
925;FE;0,32;F;E
925;NA;5;F;E
925;FACIDCTG;0;S;S
925;FAPU;0;S;U
925;FAMCIS;0;S;U
925;FASAT;0;S;U
926;ENERC;404,69;S;S
926;CHOAVL;6,000;S;S
926;FAT;0;S;IG
926;PROT;0,31;S;S
926;FIBC;0;F;E
926;STARCH;0;F;E
926;SUGAR;6,000;S;S
926;RIBF;0,01;F;E
926;THIA;0;F;E
926;VITC;0;F;E
926;VITA;0;S;S
926;VITD;0;F;E
926;VITE;0;S;S
926;CA;44,00;F;E
926;FE;0,320;F;E
926;NA;8,20;F;E
926;FACIDCTG;0;S;S
926;FAPU;0;S;U
926;FAMCIS;0;S;U
926;FASAT;0;S;U
928;ENERC;186,32;S;S
928;CHOAVL;10,900;S;S
928;FAT;0;S;IG
928;PROT;0,06;S;S
928;FIBC;0;F;E
928;STARCH;0;F;E
928;SUGAR;10,900;S;S
928;RIBF;0;F;E
928;THIA;0;F;E
928;VITC;0;F;E
928;VITA;0;S;S
928;VITD;0;F;E
928;VITE;0;S;S
928;CA;3,00;F;E
928;FE;0,020;D;AG
928;NA;4,00;F;E
928;FACIDCTG;0;S;S
928;FAPU;0;S;U
928;FAMCIS;0;S;U
928;FASAT;0;S;U
929;ENERC;86,50;S;S
929;CHOAVL;0,5;S;S
929;FAT;0;S;R
929;PROT;0;S;IG
929;FIBC;0;S;R
929;STARCH;0;S;R
929;SUGAR;0,500;S;I
929;RIBF;0;S;IG
929;THIA;0;S;IG
929;VITC;0;S;IG
929;VITA;0;S;S
929;VITD;0;S;R
929;VITE;0;S;S
929;CA;1,90;S;R
929;FE;0,060;S;R
929;NA;0,34;S;R
929;FACIDCTG;0;S;R
929;FAPU;0;S;R
929;FAMCIS;0;S;R
929;FASAT;0;S;R
930;ENERC;10,74;S;S
930;CHOAVL;0,300;S;S
930;FAT;0,010;D;AG
930;PROT;0,31;S;S
930;FIBC;0;F;E
930;STARCH;0;F;E
930;SUGAR;0,300;F;E
930;RIBF;0,010;F;E
930;THIA;0;F;E
930;VITC;0;F;E
930;VITA;0;S;S
930;VITD;0;F;E
930;VITE;0;S;S
930;CA;3,60;D;AG
930;FE;0,040;D;AG
930;NA;0,20;D;AG
930;FACIDCTG;0;S;S
930;FAPU;0;S;IG
930;FAMCIS;0;S;IG
930;FASAT;0;S;IG
931;ENERC;15,92;S;S
931;CHOAVL;0,300;S;S
931;FAT;0,150;D;AG
931;PROT;0,31;S;S
931;FIBC;0;S;K
931;STARCH;0;S;K
931;SUGAR;0,300;S;K
931;RIBF;0,010;S;IG
931;THIA;0;S;IG
931;VITC;0;S;IG
931;VITA;0;S;S
931;VITD;0;S;IG
931;VITE;0;S;S
931;CA;2,60;D;AG
931;FE;0,060;D;AG
931;NA;0,20;D;AG
931;FACIDCTG;0;S;S
931;FAPU;0;S;U
931;FAMCIS;0;S;U
931;FASAT;0;S;U
932;ENERC;188,31;S;S
932;CHOAVL;3,402;S;R
932;FAT;2,433;S;R
932;PROT;2,17;S;R
932;FIBC;0;S;R
932;STARCH;0;S;R
932;SUGAR;3,402;S;R
932;RIBF;0,102;S;R
932;THIA;0,0170;S;R
932;VITC;0,43;S;R
932;VITA;23,43;S;S
932;VITD;0,688;S;R
932;VITE;0,045;S;S
932;CA;86,47;S;R
932;FE;0,055;S;R
932;NA;30,32;S;R
932;FACIDCTG;2,231;S;R
932;FAPU;0,051;S;R
932;FAMCIS;0,5000;S;R
932;FASAT;1,5315;S;R
933;ENERC;138,50;S;S
933;CHOAVL;0,500;S;S
933;FAT;0;S;U
933;PROT;0;S;U
933;FIBC;0;F;E
933;STARCH;0;F;E
933;SUGAR;0,500;E;E
933;RIBF;0;S;IG
933;THIA;0;S;IG
933;VITC;0;S;IG
933;VITA;0;S;S
933;VITD;0;F;E
933;VITE;0;S;S
933;CA;0;S;U
933;FE;0;S;U
933;NA;0;S;U
933;FACIDCTG;0;S;T
933;FAPU;0;S;U
933;FAMCIS;0;S;U
933;FASAT;0;S;U
934;ENERC;236,86;S;S
934;CHOAVL;8,430;S;R
934;FAT;0;S;IG
934;PROT;0,15;S;S
934;FIBC;0;S;R
934;STARCH;0;S;R
934;SUGAR;8,430;S;R
934;RIBF;0;S;IG
934;THIA;0;S;IG
934;VITC;0;S;IG
934;VITA;0;S;S
934;VITD;0;S;R
934;VITE;0;S;S
934;CA;2,43;S;R
934;FE;0,092;S;R
934;NA;0,66;S;R
934;FACIDCTG;0;S;R
934;FAPU;0;S;R
934;FAMCIS;0;S;R
934;FASAT;0;S;R
936;ENERC;253,52;S;S
936;CHOAVL;8,268;S;S
936;FAT;0;S;R
936;PROT;0,06;S;S
936;FIBC;0;S;R
936;STARCH;0;S;K
936;SUGAR;8,268;S;S
936;RIBF;0,001;S;R
936;THIA;0,0020;S;R
936;VITC;1,50;S;R
936;VITA;0;S;S
936;VITD;0;S;R
936;VITE;0;S;S
936;CA;10,78;S;R
936;FE;0,298;S;R
936;NA;2,21;S;R
936;FACIDCTG;0,002;S;R
936;FAPU;0,001;S;R
936;FAMCIS;0,0002;S;R
936;FASAT;0,0006;S;R
937;ENERC;1,02;S;S
937;CHOAVL;0;S;IG
937;FAT;0;S;IG
937;PROT;0,06;S;S
937;FIBC;0;S;IG
937;STARCH;0;S;IG
937;SUGAR;0;S;IG
937;RIBF;0,010;S;R
937;THIA;0;S;R
937;VITC;3;F;E
937;VITA;0;S;S
937;VITD;0;S;IG
937;VITE;0;S;S
937;CA;0,20;S;R
937;FE;0,010;S;R
937;NA;0,30;S;R
937;FACIDCTG;0;S;IG
937;FAPU;0;S;IG
937;FAMCIS;0;S;IG
937;FASAT;0;S;IG
938;ENERC;35,02;S;S
938;CHOAVL;2,000;S;S
938;FAT;0;S;R
938;PROT;0,06;S;S
938;FIBC;0;S;R
938;STARCH;0;S;R
938;SUGAR;2,000;L;P
938;RIBF;0;S;R
938;THIA;0;S;R
938;VITC;0;S;R
938;VITA;0;S;S
938;VITD;0;S;R
938;VITE;0;S;S
938;CA;2,00;S;R
938;FE;0,010;S;R
938;NA;3,90;S;R
938;FACIDCTG;0;S;R
938;FAPU;0;S;R
938;FAMCIS;0;S;R
938;FASAT;0;S;R
939;ENERC;212,96;S;S
939;CHOAVL;5,500;S;S
939;FAT;0;S;U
939;PROT;0,31;S;S
939;FIBC;0;F;E
939;STARCH;0;F;E
939;SUGAR;5,500;S;S
939;RIBF;0;F;E
939;THIA;0;F;E
939;VITC;0;F;E
939;VITA;0;S;S
939;VITD;0;F;E
939;VITE;0;S;S
939;CA;8,00;F;E
939;FE;0,490;F;E
939;NA;7,00;F;E
939;FACIDCTG;0;S;S
939;FAPU;0;F;E
939;FAMCIS;0;F;E
939;FASAT;0;F;E
940;ENERC;287,92;S;S
940;CHOAVL;6,100;S;S
940;FAT;0;S;CG
940;PROT;0,40;F;E
940;FIBC;0;F;E
940;STARCH;0;F;E
940;SUGAR;6,100;S;S
940;RIBF;0,030;F;E
940;THIA;0,0070;F;E
940;VITC;0;F;E
940;VITA;0;S;S
940;VITD;0;F;E
940;VITE;0;S;S
940;CA;4,30;F;E
940;FE;0,020;F;E
940;NA;6,80;F;E
940;FACIDCTG;0;S;S
940;FAPU;0;F;E
940;FAMCIS;0;F;E
940;FASAT;0;F;E
941;ENERC;2,98;S;S
941;CHOAVL;0;F;E
941;FAT;0,03;F;E
941;PROT;0,11;F;E
941;FIBC;0;F;E
941;STARCH;0;S;IG
941;SUGAR;0;S;U
941;RIBF;0,023;F;E
941;THIA;0,0050;F;E
941;VITC;0;F;E
941;VITA;0;S;S
941;VITD;0;F;E
941;VITE;0;S;S
941;CA;4,00;F;E
941;FE;0,11;F;E
941;NA;8;F;E
941;FACIDCTG;0;S;S
941;FAPU;0;S;U
941;FAMCIS;0;S;U
941;FASAT;0;S;U
942;ENERC;1249,96;S;S
942;CHOAVL;20,910;S;S
942;FAT;14,770;F;E
942;PROT;0;F;E
942;FIBC;0;F;E
942;STARCH;0;F;E
942;SUGAR;20,910;S;S
942;VITC;0;S;U
942;VITA;180,71;S;S
942;VITD;0;F;E
942;VITE;0,52;F;E
942;CA;16,51;F;E
942;FE;0,090;F;E
942;NA;81,65;F;E
946;ENERC;1326,00;S;S
946;CHOAVL;78;L;P
946;FAT;0;I;E
946;PROT;0;I;E
946;FIBC;0;S;IG
946;STARCH;0;I;E
946;SUGAR;25,700;S;S
946;RIBF;0;S;IG
946;THIA;0;S;IG
946;VITC;0;S;IG
946;VITA;0;S;S
946;VITD;0;S;IG
946;VITE;0;S;S
946;CA;0,50;I;E
946;FE;0,100;I;E
946;NA;3,70;I;E
946;FACIDCTG;0;S;IG
946;FAPU;0;S;IG
946;FAMCIS;0;S;IG
946;FASAT;0;S;IG
1554;ENERC;2285,45;S;S
1554;CHOAVL;53,000;L;P
1554;FAT;33,000;L;P
1554;PROT;9,00;L;P
1554;FIBC;1,2;L;P
1554;STARCH;50,5;L;P
1554;SUGAR;2,5;L;P
1554;RIBF;0,030;F;E
1554;THIA;0,0100;F;E
1554;VITC;0;F;E
1554;VITA;16,93;S;S
1554;VITD;0;F;E
1554;VITE;0;S;S
1554;CA;59,00;F;E
1554;FE;0,900;F;E
1554;NA;720;L;P
1554;FACIDCTG;19,7908;S;S
1554;FAPU;0,6805;S;S
1554;FAMCIS;7,2910;S;S
1554;FASAT;6,3966;S;S
5007;ENERC;2076,77;S;S
5007;CHOAVL;4,241;S;R
5007;FAT;53,239;S;R
5007;PROT;1,80;S;R
5007;FIBC;0,418;S;R
5007;STARCH;0,15;S;R
5007;SUGAR;4,091;S;R
5007;RIBF;0,060;S;R
5007;THIA;0,0420;S;R
5007;VITC;6,86;S;R
5007;VITA;132,43;S;S
5007;VITD;0,582;S;R
5007;VITE;13,014;S;S
5007;CA;25,27;S;R
5007;FE;0,704;S;R
5007;NA;560;L;P
5007;FACIDCTG;52,893;S;R
5007;FAPU;19,367;S;R
5007;FAMCIS;28,1718;S;R
5007;FASAT;4,1300;S;R
11001;ENERC;195,40;S;S
11001;CHOAVL;8,887;S;R
11001;FAT;0,235;S;R
11001;PROT;1,28;S;S
11001;FIBC;1,325;S;R
11001;STARCH;6,68;S;R
11001;SUGAR;2,205;S;R
